Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,Width,Componenet Designator,Super Logic Region
Pin,40,0,VCCINT,J12,POWER,,,,
Pin,40,-10,VCCINT,J14,POWER,,,,
Pin,40,-20,VCCINT,K13,POWER,,,,
Pin,40,-30,VCCINT,L14,POWER,,,,
Pin,40,-40,VCCINT,M13,POWER,,,,
Pin,40,-50,VCCINT,N14,POWER,,,,
Pin,40,-60,VCCINT,P13,POWER,,,,
Pin,40,-70,VCCINT,R14,POWER,,,,
Pin,40,-80,VCCAUX,L10,POWER,,,,
Pin,40,-90,VCCAUX,N10,POWER,,,,
Pin,40,-100,VCCAUX,P11,POWER,,,,
Pin,40,-110,VCCAUX,R10,POWER,,,,
Pin,40,-120,VCCO_0,R12,POWER,,,,
Pin,40,-130,VCCO_13,AA10,POWER,,,,
Pin,40,-140,VCCO_13,AB3,POWER,,,,
Pin,40,-150,VCCO_13,T5,POWER,,,,
Pin,40,-160,VCCO_13,U8,POWER,,,,
Pin,40,-170,VCCO_13,V11,POWER,,,,
Pin,40,-180,VCCO_13,W4,POWER,,,,
Pin,40,-190,VCCO_13,Y7,POWER,,,,
Pin,40,-200,VCCO_33,AA20,POWER,,,,
Pin,40,-210,VCCO_33,AB13,POWER,,,,
Pin,40,-220,VCCO_33,U18,POWER,,,,
Pin,40,-230,VCCO_33,V21,POWER,,,,
Pin,40,-240,VCCO_33,W14,POWER,,,,
Pin,40,-250,VCCO_33,Y17,POWER,,,,
Pin,40,-260,VCCO_34,K17,POWER,,,,
Pin,40,-270,VCCO_34,L20,POWER,,,,
Pin,40,-280,VCCO_34,N16,POWER,,,,
Pin,40,-290,VCCO_34,P19,POWER,,,,
Pin,40,-300,VCCO_34,R22,POWER,,,,
Pin,40,-310,VCCO_34,T15,POWER,,,,
Pin,40,-320,VCCO_35,A20,POWER,,,,
Pin,40,-330,VCCO_35,C16,POWER,,,,
Pin,40,-340,VCCO_35,D19,POWER,,,,
Pin,40,-350,VCCO_35,E22,POWER,,,,
Pin,40,-360,VCCO_35,F15,POWER,,,,
Pin,40,-370,VCCO_35,G18,POWER,,,,
Pin,40,-380,VCCO_35,H21,POWER,,,,
Pin,40,-390,VCCBRAM,H11,POWER,,,,
Pin,40,-400,VCCBRAM,J10,POWER,,,,
Pin,40,-410,VCCO_DDR_502,E2,POWER,,,,
Pin,40,-420,VCCO_DDR_502,F5,POWER,,,,
Pin,40,-430,VCCO_DDR_502,H1,POWER,,,,
Pin,40,-440,VCCO_DDR_502,J4,POWER,,,,
Pin,40,-450,VCCO_DDR_502,K7,POWER,,,,
Pin,40,-460,VCCO_DDR_502,M3,POWER,,,,
Pin,40,-470,VCCO_DDR_502,N6,POWER,,,,
Pin,40,-480,VCCO_DDR_502,R2,POWER,,,,
Pin,40,-490,VCCO_DDR_502,V1,POWER,,,,
Pin,40,-500,VCCPLL,H10,POWER,,,,
Pin,40,-510,VCCPAUX,K9,POWER,,,,
Pin,40,-520,VCCPAUX,M9,POWER,,,,
Pin,40,-530,VCCPAUX,P9,POWER,,,,
Pin,40,-540,VCCPAUX,T9,POWER,,,,
Pin,40,-550,VCCPINT,G8,POWER,,,,
Pin,40,-560,VCCPINT,H9,POWER,,,,
Pin,40,-570,VCCPINT,J8,POWER,,,,
Pin,40,-580,VCCPINT,L8,POWER,,,,
Pin,40,-590,VCCPINT,N8,POWER,,,,
Pin,40,-600,VCCPINT,R8,POWER,,,,
Pin,40,-610,VCCO_MIO0_500,B3,POWER,,,,
Pin,40,-620,VCCO_MIO0_500,C6,POWER,,,,
Pin,40,-630,VCCO_MIO1_501,A10,POWER,,,,
Pin,40,-640,VCCO_MIO1_501,B13,POWER,,,,
Pin,40,-650,VCCO_MIO1_501,D9,POWER,,,,
Pin,40,-660,VCCO_MIO1_501,E12,POWER,,,,
Pin,40,-670,PS_DDR_VREF0_502,H7,POWER,,,,
Pin,40,-680,PS_DDR_VREF1_502,P7,POWER,,,,
